xmin,ymin,xmax,ymax,label,complete,remove,image_path,annotator
18.0,86.0,170.0,278.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
145.0,71.0,326.0,267.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
3.0,232.0,153.0,363.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
239.0,265.0,353.0,376.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
351.0,90.0,593.0,296.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
496.99999999999994,38.0,584.0,138.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
589.0,1.0,732.0,157.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
449.0,253.0,582.0,394.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
111.0,356.99999999999994,230.0,508.99999999999994,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
218.0,365.0,378.0,563.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
364.0,397.99999999999994,507.0,546.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
20.0,473.00000000000006,194.99999999999997,617.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
268.0,540.0,409.0,694.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
212.0,624.0,324.0,744.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
51.00000000000001,573.0,234.0,790.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
16.0,705.0,145.0,799.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
297.0,709.0,412.0,838.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
407.0,532.0,514.0,669.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
762.0,26.0,880.0,167.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
772.0000000000001,178.0,887.0000000000001,305.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
889.0,209.0,987.0,328.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
860.9999999999999,44.0,1037.0,201.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
630.0,151.0,766.0,284.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
578.0,263.0,718.0,426.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
661.0,436.0,776.0,557.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
509.0,495.9999999999999,695.0,712.9999999999999,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
694.9999999999999,571.0,785.9999999999999,661.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
675.9999999999999,665.0,810.9999999999999,823.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
453.0,667.0000000000001,578.0,763.0000000000001,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
428.0,746.0,632.0,919.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
18.0,792.0,298.99999999999994,980.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
95.00000000000001,890.0000000000001,341.00000000000006,1098.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
328.0,845.9999999999999,470.0,960.9999999999999,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
362.0,905.0000000000001,536.0,1044.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
486.0,969.0000000000002,618.0,1126.0000000000002,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
332.0,1032.0,436.0,1123.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
378.0,1065.0,514.0,1201.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
264.0,1119.0,386.0,1223.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
57.0,1061.0,224.0,1165.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
55.0,1163.0,286.0,1307.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
92.0,1236.0,350.0,1419.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
330.0,1244.0,443.0,1403.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
420.00000000000006,1217.0,553.0,1465.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
523.9999999999999,1305.0,615.9999999999999,1465.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
603.0,1273.0000000000002,739.0,1476.0000000000002,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
668.0,1198.0,836.0,1388.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
742.9999999999999,1346.0,873.9999999999999,1465.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
824.0,1094.0,984.0,1305.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
931.9999999999999,1051.0,1064.0,1176.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
941.0,1242.0,1087.0,1386.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
641.0,982.0000000000001,826.0,1132.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
791.0,853.0,914.0,1059.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
913.9999999999999,890.0000000000001,1023.9999999999999,1023.0000000000001,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
551.0,840.0000000000001,674.0,982.0000000000001,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
662.0,851.0,776.0,988.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
1070.0,48.99999999999999,1312.0,292.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
1307.0,94.0,1500.0,276.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
1343.0,273.0,1484.0,388.0,tree,,,B04_0037.JPG," sanacleto@ufl.edu, 24"
