x,y,label,complete,remove,image_path,annotator
30.0,93.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
84.0,84.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
20.0,134.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
82.0,181.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
26.0,183.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
130.0,258.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
198.0,139.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
268.0,94.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
323.0,104.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
60.0,272.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
100.0,408.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
91.0,446.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
46.883638520673465,448.6138216330776,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
32.883638520673465,440.11636147932643,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
26.0,376.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
19.0,299.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
16.0,269.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
86.0,502.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
59.0,559.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
114.0,555.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
126.0,593.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
77.0,606.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
49.0,597.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
29.0,593.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
102.0,646.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
70.0,669.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
77.0,738.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
149.0,717.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
135.0,693.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
270.0,551.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
237.0,440.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
266.0,150.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
237.0,509.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
4.0,525.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
49.0,523.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
162.0,655.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
133.0,658.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
12.0,834.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
105.0,788.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
249.0,730.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
200.0,752.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
114.0,944.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
43.0,970.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
131.0,763.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
234.0,802.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
186.0,783.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
244.0,767.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
310.0,837.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
191.0,883.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
233.0,869.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
233.0,844.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
337.0,830.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
332.0,896.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
246.0,916.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
373.0,941.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
405.0,933.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
166.0,991.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
209.0,876.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
357.0,925.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
448.0,975.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
472.0,971.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
434.0,993.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
572.0,885.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
519.0,830.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
423.0,749.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
232.0,938.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
300.0,883.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
272.0,900.0,tree,,,IMG_474.jpg," sanacleto@ufl.edu, 24"
