x,y,label,complete,remove,image_path,annotator
344.01697711585547,162.07856209755965,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
322.92143790244035,139.54494008739832,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
366.0,201.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
275.0,432.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
320.0,449.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
484.0,280.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
295.0,483.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
328.0,580.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
157.0,578.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
135.0,602.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
106.0,583.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
98.0,594.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
75.0,593.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
98.0,511.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
188.0,359.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
332.0,691.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
332.0,658.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
360.0,783.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
393.0,864.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
219.0,891.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
133.0,999.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
145.0,963.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
114.0,944.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
126.0,716.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
169.0,737.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
244.0,550.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
137.0,514.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
127.0,497.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
276.0,494.0,tree,,,IMG_653.jpg," sanacleto@ufl.edu, 24"
