x,y,label,complete,remove,image_path,annotator
123.0,86.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
193.0,149.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
260.0,219.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
295.0,249.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
306.0,286.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
361.0,356.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
298.0,364.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
260.0,399.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
228.0,412.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
65.0,370.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
416.0,362.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
364.0,261.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
285.0,197.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
169.0,503.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
118.0,555.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
137.0,592.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
196.0,529.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
284.0,433.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
323.0,396.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
235.0,353.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
219.0,365.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
471.0,418.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
501.0,395.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
504.0,474.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
685.0,680.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
693.0,625.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
702.0,579.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
637.0,522.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
487.0,671.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
244.0,820.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
350.0,776.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
637.0,741.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
477.0,900.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
439.0,940.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
406.0,980.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
242.0,711.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
311.0,468.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
6.0,730.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
214.0,933.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
201.0,949.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
78.0,1009.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
423.0,1013.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
446.0,988.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
489.0,941.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
528.0,905.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
563.0,869.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
798.0,719.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
725.0,708.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
656.0,772.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
861.0,786.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
785.0,824.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
759.0,916.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
866.0,738.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
939.0,1013.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
899.0,388.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
843.0,333.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
1013.0,494.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
722.0,438.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
795.0,483.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
492.0,195.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
548.0,182.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
755.0,403.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
784.0,421.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
851.0,415.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
895.0,473.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
874.0,593.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
970.0,442.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
930.0,407.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
931.0,499.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
811.0,423.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
843.0,371.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
736.0,241.0,tree,,,IMG_678.jpg," sanacleto@ufl.edu, 24"
