xmin,ymin,xmax,ymax,label,complete,remove,image_path,annotator
294.0,143.0,389.0,234.0,tree,,,2018_SJER_3_259000_4110000_image_471.png," sanacleto@ufl.edu, 24"
41.0,174.0,191.0,323.0,tree,,,2018_SJER_3_259000_4110000_image_471.png," sanacleto@ufl.edu, 24"
48.99999999999999,7.000000000000001,259.0,198.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
78.0,198.0,311.0,363.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
34.0,361.0,334.0,555.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
76.0,547.0,295.0,792.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
7.000000000000001,782.0,226.0,930.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
80.0,899.0000000000001,259.0,1050.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
118.0,958.0000000000001,404.0,1219.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
107.0,1173.0,284.0,1336.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
164.0,1251.0,364.0,1465.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
439.00000000000006,1140.0,653.0,1367.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
424.0,938.0,595.0,1134.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
240.99999999999997,718.9999999999999,397.0,952.9999999999999,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
405.0,780.0,507.0,936.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
325.99999999999994,574.0,534.0,774.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
532.0,615.0,620.0,767.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
564.0,507.00000000000006,845.0,738.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
559.0,349.0,782.0,523.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
439.00000000000006,242.0,557.0,388.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
553.0,173.0,764.0,351.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
666.0,46.0,907.0,271.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
912.0,140.0,1093.0,363.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
1084.0,86.0,1276.0,271.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
1268.0,88.0,1441.0,323.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
1103.0,269.0,1332.0,484.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
783.9999999999999,263.0,954.9999999999999,498.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
962.0,370.99999999999994,1076.0,464.99999999999994,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
889.0,459.0,1180.0,624.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
1156.9999999999998,480.0,1292.9999999999998,646.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
1270.0,451.00000000000006,1459.0,634.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
1005.0000000000001,619.0,1161.0,749.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
847.0,628.0,1014.0,819.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
661.0,732.0,843.0,930.0,tree,,,B01_0128.JPG," sanacleto@ufl.edu, 24"
