x,y,label,complete,remove,image_path,annotator
131.0,65.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
137.0,80.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
248.0,15.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
267.0,52.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
288.0,71.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
290.0,94.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
309.0,118.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
326.0,136.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
317.0,152.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
331.0,170.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
353.0,207.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
370.0,246.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
309.0,217.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
445.0,424.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
462.0,483.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
505.0,575.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
247.0,411.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
280.0,381.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
306.0,425.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
205.0,283.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
216.0,260.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
198.0,236.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
380.0,382.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
243.0,364.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
326.0,689.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
302.0,577.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
423.0,555.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
343.0,720.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
343.0,696.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
353.0,744.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
436.0,736.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
418.0,761.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
311.0,891.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
220.0,925.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
556.0,750.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
539.0,743.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
369.0,782.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
360.0,761.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
582.0,844.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
613.0,882.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
584.0,941.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
465.0,919.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
613.0,948.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
617.0,971.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
628.0,997.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
452.0,1013.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
377.0,988.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
365.0,837.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
665.0,1006.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
534.0,913.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
554.0,55.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
415.0,150.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
392.0,103.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
424.0,170.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
475.0,294.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
648.0,258.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
688.0,333.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
711.0,382.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
610.0,566.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
692.0,612.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
473.0,196.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
481.0,316.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
492.0,242.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
525.0,335.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
521.0,309.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
540.0,300.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
451.0,244.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
578.939127820058,460.7887037578202,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
567.0,425.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
560.0,410.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
559.0,439.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
847.0,562.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
831.0,651.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
857.0,719.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
689.0,753.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
691.0,717.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
914.0,938.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
777.0,928.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
743.0,911.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
773.0,977.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
759.0,949.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
746.0,983.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
734.0,963.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
717.0,732.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
739.0,736.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
643.0,623.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
981.0,892.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
996.0,783.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
695.0,680.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
998.0,380.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
935.0,597.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
843.0,356.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
756.0,380.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
714.0,288.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
622.0,95.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
829.0,206.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
806.0,234.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
834.0,282.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
690.0,208.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
725.0,118.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
718.0,33.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
606.0,22.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
692.1513022560463,26.81826165398259,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
856.0,77.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
879.0,208.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
891.0,316.0,tree,,,IMG_362.jpg," sanacleto@ufl.edu, 24"
